1,E_19,E_19,0.1
1,E_19,E_19,0.1
1,E_19,E_19,0.1
1,E_18,E_20,0.1
1,E_20,E_18,0.1
1,E_22,E_22,0.1
1,E_22,E_22,0.1
1,E_22,E_21,0.1
1,E_21,E_21,0.1
1,E_21,E_26,0.1
1,E_21,E_21,0.1
1,E_22,E_22,0.1
1,E_22,E_22,0.1
1,E_24,E_24,0.1
1,E_24,E_25,0.1
1,E_24,E_26,0.1
1,E_25,E_25,0.1
1,E_24,E_25,0.1
1,E_24,E_25,0.1
1,E_25,E_25,0.1
1,E_25,E_25,0.1
1,E_25,E_24,0.1
1,E_24,E_22,0.1
1,E_24,E_25,0.1
1,E_25,E_25,0.1
1,E_25,E_24,0.1
1,E_25,E_24,0.1
1,E_26,E_26,0.1
1,E_27,E_26,0.1
1,E_26,E_26,0.1
1,E_26,E_27,0.1
1,E_26,E_26,0.1
1,E_26,E_27,0.1
1,E_27,E_27,0.1
1,E_27,E_26,0.1
1,E_27,E_26,0.1
1,E_26,E_26,0.2
1,E_26,E_26,0.1
1,E_26,E_26,0.2
1,E_27,E_27,0.1
1,E_27,E_27,0.1
1,E_27,E_27,0.1
1,E_27,E_27,0.1
1,E_27,E_27,0.1
1,E_28,E_28,0.1
1,E_28,E_22,0.1
1,E_28,E_28,0.1
1,E_28,E_28,0.1
1,E_28,E_28,0.1
1,E_28,E_28,0.1
1,E_30,E_30,0.1
1,E_30,E_30,0.1
1,E_30,E_30,0.1
1,E_32,E_32,0.1
1,E_32,E_32,0.1
2,E_1,E_1,0.1
2,E_5,E_5,0.1
2,E_5,E_8,0.1
2,E_5,E_6,0.1
2,E_5,E_5,0.1
2,E_5,E_6,0.1
2,E_6,E_5,0.1
2,E_6,E_7,0.1
2,E_6,E_6,0.1
2,E_6,E_6,0.1
2,E_10,E_10,0.1
2,E_10,E_10,0.1
2,E_12,E_11,0.1
2,E_11,E_11,0.1
2,E_11,E_12,0.1
2,E_12,E_12,0.1
2,E_11,E_12,1.9
2,E_12,E_11,0.1
2,E_12,E_11,1.8
2,E_12,E_11,0.1
2,E_14,E_16,0.1
2,E_14,E_14,0.1
2,E_14,E_14,0.1
2,E_16,E_16,0.1
2,E_16,E_16,0.1
2,E_16,E_16,0.3
2,E_14,E_14,0.1
2,E_13,E_13,0.1
2,E_14,E_13,0.1
2,E_16,E_16,0.3
2,E_16,E_16,0.1
2,E_13,E_13,0.1
2,E_13,E_13,0.1
2,E_13,E_13,0.1
2,E_14,E_13,0.1
2,E_17,E_17,0.1
2,E_17,E_17,0.1
2,E_17,E_17,0.1
2,E_19,E_19,0.1
2,E_19,E_19,0.2
2,E_19,E_19,0.1
2,E_19,E_20,0.1
2,E_19,E_19,0.1
2,E_19,E_19,0.1
2,E_18,E_20,0.1
2,E_20,E_20,0.1
2,E_20,E_18,0.1
2,E_20,E_20,0.1
2,E_20,E_20,0.1
2,E_20,E_20,0.1
2,E_20,E_20,0.1
2,E_20,E_18,0.1
2,E_21,E_22,0.1
2,E_21,E_22,0.1
2,E_24,E_25,0.1
2,E_24,E_25,0.1
2,E_24,E_25,0.1
2,E_24,E_25,0.1
2,E_24,E_25,0.1
2,E_25,E_25,0.1
2,E_25,E_24,0.1
2,E_25,E_24,0.1
2,E_25,E_25,0.1
2,E_25,E_25,0.1
2,E_25,E_25,0.1
2,E_26,E_27,0.1
2,E_26,E_27,0.1
2,E_27,E_27,0.1
2,E_26,E_26,0.1
2,E_26,E_27,0.1
2,E_27,E_27,0.1
2,E_27,E_27,0.1
2,E_27,E_26,0.1
2,E_27,E_27,0.1
2,E_26,E_26,0.1
2,E_26,E_26,0.1
2,E_26,E_27,0.2
2,E_27,E_26,0.1
2,E_27,E_27,0.1
2,E_28,E_28,0.1
2,E_28,E_28,0.1
2,E_28,E_28,0.1
2,E_28,E_28,0.1
2,E_30,E_30,0.1
2,E_32,E_32,0.1
2,E_32,E_32,0.1
2,E_32,E_32,0.1
2,E_32,E_32,0.1
3,E_0,E_0,0.1
3,E_2,E_2,0.1
3,E_2,E_2,0.1
3,E_5,E_9,0.1
3,E_5,E_9,0.1
3,E_5,E_6,0.1
3,E_7,E_6,0.1
3,E_6,E_6,0.1
3,E_10,E_10,0.1
3,E_12,E_12,0.1
3,E_11,E_11,0.1
3,E_11,E_12,1.4
3,E_12,E_11,0.1
3,E_12,E_11,1.3
3,E_11,E_12,0.1
3,E_12,E_12,0.1
3,E_14,E_13,0.1
3,E_16,E_16,0.1
3,E_16,E_16,0.1
3,E_16,E_16,0.3
3,E_13,E_13,0.1
3,E_13,E_13,0.1
3,E_14,E_13,0.1
3,E_15,E_16,0.1
3,E_13,E_13,0.1
3,E_13,E_14,0.1
3,E_14,E_13,0.1
3,E_14,E_13,0.1
3,E_16,E_14,0.1
3,E_13,E_13,0.1
3,E_14,E_14,0.1
3,E_16,E_16,0.2
3,E_16,E_16,0.4
3,E_16,E_16,0.1
3,E_13,E_13,0.1
3,E_16,E_16,0.1
3,E_13,E_13,0.1
3,E_13,E_13,0.2
3,E_14,E_13,0.1
3,E_16,E_16,0.1
3,E_13,E_13,0.1
3,E_16,E_15,0.1
3,E_13,E_13,0.1
3,E_17,E_17,0.1
3,E_17,E_17,0.1
3,E_19,E_19,0.1
3,E_19,E_19,0.1
3,E_19,E_19,0.1
3,E_19,E_19,0.2
3,E_19,E_19,0.1
3,E_19,E_18,0.1
3,E_19,E_19,0.1
3,E_19,E_19,0.1
3,E_18,E_19,0.1
3,E_19,E_19,0.1
3,E_19,E_19,0.1
3,E_20,E_19,0.1
3,E_20,E_20,0.1
3,E_20,E_18,0.1
3,E_20,E_20,0.1
3,E_22,E_22,0.1
3,E_22,E_21,0.1
3,E_22,E_24,0.1
3,E_21,E_24,0.1
3,E_21,E_21,0.1
3,E_21,E_22,0.1
3,E_22,E_24,0.1
3,E_22,E_22,0.1
3,E_22,E_28,0.1
3,E_21,E_21,0.1
3,E_24,E_25,0.1
3,E_23,E_22,0.1
3,E_24,E_22,0.1
3,E_25,E_24,0.1
3,E_25,E_24,0.1
3,E_25,E_24,0.1
3,E_25,E_25,0.1
3,E_25,E_24,0.1
3,E_25,E_24,0.1
3,E_26,E_27,0.1
3,E_26,E_26,0.1
3,E_27,E_27,0.1
3,E_27,E_27,0.1
3,E_27,E_27,0.1
3,E_26,E_27,0.1
3,E_26,E_26,0.1
3,E_27,E_27,0.1
3,E_26,E_27,0.1
3,E_26,E_26,0.1
3,E_26,E_26,0.1
3,E_27,E_26,0.1
3,E_27,E_21,0.1
3,E_27,E_27,0.1
3,E_29,E_29,0.1
3,E_30,E_30,0.1
3,E_30,E_30,0.1
3,E_32,E_32,0.1
3,E_32,E_32,0.1
3,E_32,E_32,0.1
4,E_2,E_2,0.1
4,E_2,E_2,0.1
4,E_2,E_3,0.1
4,E_2,E_2,0.1
4,E_2,E_2,0.1
4,E_3,E_2,0.1
4,E_5,E_5,0.1
4,E_7,E_6,0.1
4,E_6,E_5,0.1
4,E_8,E_5,0.1
4,E_6,E_7,0.1
4,E_6,E_6,0.1
4,E_6,E_5,0.1
4,E_6,E_6,0.2
4,E_6,E_9,0.1
4,E_6,E_6,0.1
4,E_6,E_5,0.1
4,E_6,E_13,0.1
4,E_10,E_10,0.1
4,E_10,E_10,0.1
4,E_10,E_10,0.1
4,E_10,E_10,0.1
4,E_11,E_11,0.1
4,E_12,E_11,0.1
4,E_11,E_12,2.2
4,E_11,E_11,0.1
4,E_12,E_11,2.2
4,E_12,E_11,0.1
4,E_11,E_11,0.1
4,E_14,E_13,0.1
4,E_14,E_13,0.1
4,E_14,E_14,0.1
4,E_14,E_13,0.1
4,E_16,E_16,0.1
4,E_16,E_16,0.1
4,E_16,E_16,0.4
4,E_14,E_14,0.1
4,E_13,E_13,0.1
4,E_13,E_16,0.1
4,E_13,E_13,0.1
4,E_16,E_16,0.1
4,E_16,E_16,0.1
4,E_16,E_16,0.2
4,E_13,E_14,0.1
4,E_13,E_14,0.1
4,E_13,E_13,0.1
4,E_13,E_13,0.1
4,E_16,E_16,0.1
4,E_13,E_13,0.1
4,E_13,E_13,0.1
4,E_13,E_13,0.1
4,E_13,E_13,0.1
4,E_13,E_14,0.1
4,E_16,E_16,0.1
4,E_17,E_19,0.1
4,E_19,E_19,0.1
4,E_19,E_19,0.1
4,E_19,E_19,0.1
4,E_19,E_19,0.2
4,E_19,E_19,0.1
4,E_19,E_18,0.1
4,E_19,E_17,0.2
4,E_19,E_19,0.1
4,E_19,E_18,0.1
4,E_19,E_19,0.1
4,E_19,E_19,0.1
4,E_19,E_18,0.1
4,E_18,E_19,0.1
4,E_19,E_17,0.1
4,E_19,E_19,0.1
4,E_19,E_19,0.1
4,E_19,E_19,0.1
4,E_20,E_20,0.1
4,E_20,E_20,0.1
4,E_20,E_18,0.1
4,E_20,E_20,0.1
4,E_20,E_20,0.1
4,E_20,E_20,0.1
4,E_22,E_22,0.1
4,E_21,E_21,0.1
4,E_22,E_21,0.1
4,E_21,E_21,0.1
4,E_21,E_21,0.1
4,E_21,E_21,0.1
4,E_21,E_21,0.1
4,E_21,E_25,0.1
4,E_21,E_25,0.1
4,E_21,E_22,0.1
4,E_21,E_21,0.1
4,E_21,E_22,0.1
4,E_22,E_24,0.1
4,E_22,E_22,0.1
4,E_23,E_24,0.1
4,E_23,E_25,0.1
4,E_24,E_24,0.1
4,E_24,E_24,0.1
4,E_24,E_21,0.1
4,E_24,E_28,0.2
4,E_24,E_24,0.1
4,E_25,E_25,0.1
4,E_25,E_24,0.1
4,E_24,E_24,0.1
4,E_24,E_22,0.1
4,E_25,E_24,0.1
4,E_24,E_21,0.1
4,E_24,E_24,0.1
4,E_24,E_24,0.1
4,E_25,E_24,0.1
4,E_25,E_26,0.2
4,E_24,E_25,0.1
4,E_24,E_24,0.1
4,E_27,E_24,0.1
4,E_27,E_26,0.1
4,E_26,E_27,0.1
4,E_27,E_27,0.1
4,E_27,E_27,0.1
4,E_27,E_26,0.1
4,E_26,E_22,0.1
4,E_27,E_26,0.1
4,E_26,E_26,0.1
4,E_26,E_22,0.1
4,E_26,E_26,0.1
4,E_27,E_24,0.1
4,E_27,E_27,0.1
4,E_26,E_26,0.1
4,E_26,E_26,0.1
4,E_26,E_26,0.1
4,E_27,E_22,0.1
4,E_27,E_27,0.1
4,E_27,E_24,0.1
4,E_26,E_26,0.1
4,E_27,E_22,0.1
4,E_27,E_27,0.1
4,E_26,E_28,0.1
4,E_27,E_26,0.1
4,E_27,E_27,0.1
4,E_28,E_28,0.1
4,E_28,E_28,0.1
4,E_28,E_21,0.1
4,E_28,E_22,0.1
4,E_30,E_30,0.1
4,E_30,E_30,0.1
4,E_30,E_30,0.1
4,E_30,E_30,0.1
4,E_30,E_30,0.1
4,E_30,E_30,0.1
4,E_30,E_29,0.1
4,E_30,E_30,0.1
4,E_32,E_32,0.1
4,E_32,E_32,0.1
5,E_0,E_0,0.1
5,E_2,E_3,0.1
5,E_2,E_2,0.1
5,E_2,E_2,0.1
5,E_3,E_2,0.2
5,E_5,E_6,0.1
5,E_5,E_7,0.1
5,E_5,E_7,0.1
5,E_7,E_7,0.2
5,E_6,E_6,0.1
5,E_6,E_6,0.1
5,E_6,E_6,0.1
5,E_6,E_5,0.1
5,E_6,E_6,0.1
5,E_7,E_8,0.1
5,E_6,E_6,0.1
5,E_7,E_5,0.1
5,E_6,E_5,0.1
5,E_6,E_6,0.1
5,E_6,E_6,0.1
5,E_6,E_7,0.1
5,E_6,E_6,0.2
5,E_9,E_6,0.1
5,E_10,E_10,0.1
5,E_11,E_11,0.1
5,E_11,E_11,0.1
5,E_12,E_12,0.1
5,E_11,E_12,0.1
5,E_11,E_11,0.1
5,E_11,E_11,0.1
5,E_11,E_11,0.1
5,E_11,E_12,0.1
5,E_11,E_11,0.1
5,E_11,E_12,0.1
5,E_11,E_11,0.1
5,E_14,E_13,0.1
5,E_14,E_16,0.1
5,E_14,E_14,0.1
5,E_14,E_13,0.1
5,E_14,E_13,0.2
5,E_15,E_13,0.1
5,E_13,E_16,0.1
5,E_13,E_13,0.1
5,E_14,E_13,0.1
5,E_14,E_13,0.1
5,E_14,E_13,0.1
5,E_16,E_16,0.3
5,E_16,E_16,0.1
5,E_16,E_16,0.1
5,E_13,E_14,0.1
5,E_13,E_16,0.1
5,E_13,E_13,0.1
5,E_13,E_13,0.1
5,E_14,E_13,0.1
5,E_14,E_13,0.1
5,E_14,E_16,0.1
5,E_14,E_13,0.1
5,E_16,E_16,0.2
5,E_13,E_13,0.1
5,E_13,E_13,0.1
5,E_13,E_21,0.1
5,E_13,E_14,0.1
5,E_13,E_13,0.1
5,E_16,E_15,0.1
5,E_16,E_16,0.1
5,E_16,E_16,0.1
5,E_16,E_16,0.1
5,E_16,E_16,0.2
5,E_16,E_16,0.2
5,E_16,E_16,0.1
5,E_16,E_16,0.2
5,E_13,E_14,0.1
5,E_14,E_16,0.1
5,E_16,E_16,0.2
5,E_13,E_15,0.1
5,E_13,E_15,0.1
5,E_13,E_13,0.1
5,E_13,E_14,0.1
5,E_13,E_13,0.1
5,E_13,E_13,0.1
5,E_13,E_14,0.1
5,E_16,E_16,0.3
5,E_14,E_14,0.1
5,E_16,E_15,0.1
5,E_13,E_13,0.1
5,E_16,E_13,0.1
5,E_13,E_13,0.1
5,E_14,E_13,0.1
5,E_13,E_13,0.1
5,E_13,E_14,0.1
5,E_13,E_13,0.1
5,E_13,E_14,0.1
5,E_13,E_16,0.1
5,E_17,E_17,0.1
5,E_17,E_17,0.1
5,E_17,E_20,0.1
5,E_17,E_17,0.1
5,E_19,E_19,0.1
5,E_18,E_17,0.1
5,E_19,E_19,0.3
5,E_19,E_19,0.1
5,E_19,E_19,0.1
5,E_19,E_20,0.1
5,E_19,E_19,0.1
5,E_19,E_20,0.1
5,E_19,E_17,0.1
5,E_19,E_17,0.1
5,E_19,E_18,0.1
5,E_19,E_19,0.1
5,E_19,E_18,0.1
5,E_19,E_20,0.1
5,E_18,E_19,0.2
5,E_19,E_17,0.1
5,E_19,E_20,0.1
5,E_19,E_20,0.1
5,E_19,E_19,0.1
5,E_19,E_19,0.2
5,E_18,E_20,0.2
5,E_18,E_19,0.1
5,E_18,E_18,0.1
5,E_20,E_19,0.1
5,E_20,E_19,0.1
5,E_20,E_20,0.1
5,E_20,E_20,0.1
5,E_20,E_19,0.1
5,E_20,E_19,0.1
5,E_20,E_20,0.1
5,E_20,E_18,0.1
5,E_20,E_18,0.2
5,E_20,E_20,0.1
5,E_22,E_22,0.1
5,E_22,E_22,0.1
5,E_22,E_21,0.1
5,E_22,E_22,0.1
5,E_21,E_21,0.1
5,E_21,E_21,0.3
5,E_21,E_22,0.1
5,E_21,E_21,0.1
5,E_21,E_21,0.4
5,E_21,E_25,0.1
5,E_21,E_24,0.1
5,E_21,E_21,0.1
5,E_21,E_24,0.1
5,E_21,E_24,0.1
5,E_21,E_22,0.2
5,E_21,E_21,0.1
5,E_22,E_22,0.1
5,E_22,E_22,0.1
5,E_22,E_22,0.1
5,E_21,E_21,0.1
5,E_22,E_22,0.1
5,E_22,E_21,0.1
5,E_22,E_21,0.1
5,E_22,E_28,0.1
5,E_22,E_22,0.1
5,E_22,E_21,0.1
5,E_21,E_27,0.1
5,E_23,E_24,0.1
5,E_24,E_25,0.1
5,E_24,E_24,0.1
5,E_24,E_27,0.1
5,E_24,E_21,0.1
5,E_25,E_24,0.1
5,E_24,E_25,0.1
5,E_24,E_25,0.1
5,E_24,E_25,0.1
5,E_24,E_24,0.1
5,E_25,E_24,0.1
5,E_24,E_22,0.1
5,E_24,E_21,0.1
5,E_25,E_24,0.1
5,E_25,E_25,0.1
5,E_24,E_32,0.1
5,E_24,E_24,0.1
5,E_24,E_25,0.1
5,E_24,E_24,0.1
5,E_24,E_26,0.1
5,E_24,E_22,0.1
5,E_24,E_22,0.1
5,E_24,E_25,0.1
5,E_24,E_27,0.1
5,E_24,E_27,0.1
5,E_24,E_32,0.1
5,E_25,E_22,0.1
5,E_24,E_22,0.1
5,E_24,E_22,0.1
5,E_25,E_32,0.1
5,E_24,E_24,0.1
5,E_24,E_25,0.1
5,E_24,E_24,0.1
5,E_23,E_24,0.1
5,E_24,E_24,0.1
5,E_25,E_24,0.1
5,E_25,E_27,0.1
5,E_25,E_21,0.1
5,E_25,E_24,0.1
5,E_25,E_24,0.1
5,E_25,E_22,0.1
5,E_25,E_24,0.1
5,E_25,E_25,0.1
5,E_25,E_24,0.1
5,E_26,E_26,0.1
5,E_26,E_27,0.1
5,E_26,E_27,0.1
5,E_26,E_26,0.1
5,E_27,E_27,0.1
5,E_27,E_26,0.1
5,E_27,E_26,0.1
5,E_27,E_27,0.2
5,E_27,E_26,0.1
5,E_26,E_27,0.1
5,E_26,E_27,0.1
5,E_26,E_27,0.1
5,E_26,E_27,0.1
5,E_27,E_26,0.1
5,E_27,E_26,0.1
5,E_27,E_24,0.1
5,E_27,E_27,0.1
5,E_27,E_26,0.1
5,E_27,E_26,0.1
5,E_27,E_27,0.1
5,E_27,E_27,0.1
5,E_27,E_26,0.1
5,E_26,E_27,0.1
5,E_26,E_26,0.1
5,E_26,E_26,0.1
5,E_27,E_27,0.1
5,E_26,E_26,0.1
5,E_27,E_22,0.1
5,E_26,E_22,0.1
5,E_26,E_26,0.1
5,E_26,E_27,0.1
5,E_26,E_27,0.1
5,E_26,E_26,0.1
5,E_27,E_27,0.1
5,E_27,E_26,0.1
5,E_27,E_26,0.1
5,E_27,E_26,0.1
5,E_27,E_28,0.1
5,E_27,E_27,0.1
5,E_26,E_27,0.1
5,E_26,E_27,0.1
5,E_26,E_27,0.1
5,E_27,E_27,0.1
5,E_27,E_27,0.1
5,E_27,E_26,0.1
5,E_27,E_27,0.1
5,E_26,E_26,0.1
5,E_27,E_26,0.1
5,E_27,E_27,0.1
5,E_27,E_26,0.1
5,E_27,E_26,0.1
5,E_27,E_26,0.1
5,E_28,E_28,0.1
5,E_28,E_28,0.1
5,E_28,E_28,0.1
5,E_28,E_27,0.1
5,E_28,E_28,0.2
5,E_28,E_24,0.1
5,E_28,E_26,0.1
5,E_28,E_28,0.1
5,E_28,E_24,0.1
5,E_28,E_22,0.1
5,E_28,E_28,0.1
5,E_28,E_26,0.1
5,E_28,E_22,0.1
5,E_28,E_28,0.1
5,E_29,E_30,0.1
5,E_29,E_29,0.1
5,E_29,E_30,0.1
5,E_29,E_29,0.1
5,E_29,E_30,0.1
5,E_29,E_30,0.1
5,E_29,E_29,0.1
5,E_29,E_29,0.1
5,E_29,E_30,0.1
5,E_30,E_30,0.1
5,E_30,E_30,0.1
5,E_30,E_29,0.1
5,E_30,E_30,0.1
5,E_30,E_30,0.1
5,E_32,E_32,0.1
5,E_32,E_32,0.1
5,E_32,E_32,0.1
5,E_32,E_32,0.1
5,E_32,E_32,0.1
5,E_32,E_32,0.1
5,E_32,E_32,0.1
5,E_33,E_33,0.2
6,E_0,E_0,0.1
6,E_0,E_0,0.1
6,E_0,E_0,0.1
6,E_0,E_0,0.1
6,E_0,E_0,0.1
6,E_0,E_0,0.1
6,E_2,E_2,0.1
6,E_2,E_3,0.1
6,E_2,E_2,0.1
6,E_2,E_2,0.1
6,E_2,E_2,0.3
6,E_2,E_2,0.1
6,E_2,E_2,0.1
6,E_2,E_2,0.1
6,E_2,E_2,0.1
6,E_2,E_3,0.1
6,E_2,E_1,0.1
6,E_2,E_3,0.1
6,E_2,E_2,0.1
6,E_2,E_2,0.1
6,E_2,E_2,0.1
6,E_2,E_2,0.2
6,E_2,E_2,0.1
6,E_3,E_2,0.1
6,E_3,E_2,0.1
6,E_3,E_3,0.1
6,E_3,E_2,0.1
6,E_5,E_5,0.1
6,E_5,E_5,0.1
6,E_5,E_6,0.1
6,E_5,E_7,0.1
6,E_5,E_7,0.1
6,E_5,E_6,0.1
6,E_5,E_6,0.1
6,E_5,E_6,0.2
6,E_5,E_6,0.1
6,E_5,E_6,0.1
6,E_5,E_5,0.1
6,E_5,E_0,0.1
6,E_5,E_9,0.1
6,E_5,E_5,0.1
6,E_5,E_5,0.1
6,E_5,E_5,0.1
6,E_5,E_6,0.1
6,E_5,E_5,0.1
6,E_7,E_0,0.1
6,E_7,E_6,0.1
6,E_7,E_6,0.1
6,E_7,E_5,0.1
6,E_6,E_6,0.1
6,E_6,E_6,0.1
6,E_7,E_5,0.1
6,E_6,E_8,0.1
6,E_6,E_6,0.1
6,E_6,E_6,0.1
6,E_6,E_6,0.2
6,E_7,E_5,0.1
6,E_7,E_6,0.1
6,E_6,E_6,0.1
6,E_6,E_6,0.1
6,E_6,E_6,0.1
6,E_6,E_6,0.1
6,E_6,E_6,0.1
6,E_6,E_6,0.1
6,E_6,E_6,0.1
6,E_6,E_8,0.1
6,E_6,E_6,0.1
6,E_6,E_6,0.1
6,E_6,E_5,0.1
6,E_6,E_6,0.1
6,E_6,E_6,0.1
6,E_6,E_6,0.2
6,E_6,E_6,0.1
6,E_6,E_6,0.1
6,E_6,E_6,0.1
6,E_6,E_6,0.1
6,E_6,E_6,0.1
6,E_6,E_6,0.1
6,E_6,E_6,0.1
6,E_6,E_6,0.1
6,E_6,E_6,0.1
6,E_6,E_6,0.1
6,E_6,E_6,0.2
6,E_6,E_8,0.1
6,E_6,E_6,0.1
6,E_6,E_6,0.1
6,E_6,E_9,0.1
6,E_6,E_6,0.1
6,E_6,E_6,0.2
6,E_6,E_6,0.1
6,E_6,E_9,0.1
6,E_6,E_6,0.1
6,E_6,E_6,0.1
6,E_6,E_9,0.1
6,E_6,E_6,0.1
6,E_6,E_6,0.1
6,E_6,E_6,0.1
6,E_6,E_6,0.1
6,E_6,E_6,0.1
6,E_6,E_6,0.1
6,E_6,E_6,0.1
6,E_6,E_6,0.1
6,E_6,E_6,0.1
6,E_6,E_6,0.1
6,E_9,E_6,0.1
6,E_9,E_6,0.1
6,E_10,E_10,0.1
